ID,Month Year,Project Name,Street Name,Planning Area,Type of Sale,Price,$psm,Area,Tenure,Contract Date,Property Type,Type Of Area,Floor Level,Region,Postal Sector,Postal District,,,,,,,,,
66710,2024-01,ENTREPRENEUR BUSINESS CENTRE,KAKI BUKIT ROAD 3,Bedok,Resale,"$998,000","$3,696",270,60 yrs from 09/01/1995,1/31/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
66711,2024-01,ENTERPRISE ONE,KAKI BUKIT ROAD 1,Bedok,Resale,"$1,150,000","$5,750",200,60 yrs from 09/07/1996,1/31/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
66712,2024-01,ADMIRALTY INDUSTRIAL PARK,WOODLANDS INDUSTRIAL PARK E1,Woodlands,Resale,"$685,000","$4,335",158,60 yrs from 09/01/1995,1/31/2024,Multiple-User Factory,Strata,First Floor,North Region,75,27,,,,,,,,,
66713,2024-01,ENTERPRISE CENTRE,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$1,650,000","$4,970",332,60 yrs from 13/03/1997,1/31/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
66714,2024-01,CENTRAL-LINK,JALAN KILANG BARAT,Bukit Merah,Resale,"$510,000","$5,426",94,99 yrs from 01/07/1962,1/31/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,15,3,,,,,,,,,
66715,2024-01,OXLEY BIZHUB 2,UBI ROAD 1,Geylang,Resale,"$683,000","$7,189",95,60 yrs from 10/06/2011,1/30/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66716,2024-01,MEGA@WOODLANDS,WOODLANDS CLOSE,Woodlands,Resale,"$608,000","$3,251",187,30 yrs from 29/09/2014,1/30/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
66717,2024-01,GEMINI @ SIMS,SIMS CLOSE,Geylang,Resale,"$3,005,000","$10,507",286,Freehold,1/30/2024,Multiple-User Factory,Strata,First Floor,Central Region,38,14,,,,,,,,,
66718,2024-01,PRIMZ BIZHUB,WOODLANDS CLOSE,Woodlands,Resale,"$495,000","$5,625",88,60 yrs from 27/09/2011,1/30/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
66719,2024-01,AGROW BUILDING,LORONG 23 GEYLANG,Geylang,Resale,"$2,500,000","$8,621",290,Freehold,1/30/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,38,14,,,,,,,,,
66720,2024-01,WINTECH CENTRE,UBI ROAD 1,Geylang,Resale,"$755,000","$5,207",145,60 yrs from 05/07/1997,1/30/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66721,2024-01,SINDO INDUSTRIAL BUILDING,TANNERY LANE,Geylang,Resale,"$265,000","$1,743",152,60 yrs from 16/06/1980,1/30/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,34,13,,,,,,,,,
66722,2024-01,63@UBI,UBI AVENUE 1,Geylang,Resale,"$1,000,000","$4,762",210,60 yrs from 10/03/1997,1/30/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66723,2024-01,ARK@KB,KAKI BUKIT AVENUE 6,Bedok,Resale,"$630,000","$2,188",288,30 yrs from 17/09/2012,1/30/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
66724,2024-01,CITILINK WAREHOUSE COMPLEX,PASIR PANJANG ROAD,Queenstown,Resale,"$1,150,785","$10,367",111,Freehold,1/29/2024,Warehouse,Strata,Non-First Floor,Central Region,11,5,,,,,,,,,
66725,2024-01,SHUN LI INDUSTRIAL PARK,KAKI BUKIT AVENUE 1,Bedok,Resale,"$1,005,000","$4,631",217,60 yrs from 30/10/1996,1/29/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
66726,2024-01,,TUAS SOUTH AVENUE 1,Tuas,Resale,"$16,800,000","$2,100",8002,30+30 yrs from 01/06/1997,1/29/2024,Warehouse,Land,-,West Region,63,22,,,,,,,,,
66727,2024-01,M38,JALAN PEMIMPIN,Bishan,Resale,"$2,828,000","$10,474",270,Freehold,1/29/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
66728,2024-01,THE WESTCOM,TUAS SOUTH AVENUE 6,Tuas,Resale,"$608,000","$3,118",195,60 yrs from 09/07/1996,1/29/2024,Warehouse,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
66729,2024-01,SHUN LI INDUSTRIAL PARK,KAKI BUKIT AVENUE 1,Bedok,Resale,"$3,580,000","$4,339",825,60 yrs from 30/10/1996,1/29/2024,Single-User Factory,Strata,-,East Region,41,14,,,,,,,,,
66730,2024-01,NORTH LINK BUILDING,ADMIRALTY STREET,Sembawang,Resale,"$1,210,000","$2,510",482,60 yrs from 09/10/1999,1/29/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
66731,2024-01,NORTH POINT BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$828,000","$3,464",239,57 yrs from 18/09/2012,1/29/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
66732,2024-01,TOH GUAN CENTRE,TOH GUAN ROAD EAST,Clementi,Resale,"$990,000","$4,381",226,60 yrs from 01/12/1997,1/29/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
66733,2024-01,MANDAI CONNECTION,MANDAI LINK,Sungei Kadut,Resale,"$515,000","$3,239",159,30 yrs from 20/11/2012,1/29/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,72,25,,,,,,,,,
66734,2024-01,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$777,920","$5,597",139,60 yrs from 23/01/2008,1/26/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
66735,2024-01,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$777,920","$5,597",139,60 yrs from 23/01/2008,1/26/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
66736,2024-01,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$777,920","$5,597",139,60 yrs from 23/01/2008,1/26/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
66737,2024-01,PAYA LEBAR 178,PAYA LEBAR ROAD,Geylang,Resale,"$2,677,500","$13,455",199,Freehold,1/26/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66738,2024-01,WCEGA TOWER,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$503,000","$5,652",89,60 yrs from 13/03/1997,1/26/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
66739,2024-01,CENTRAL-LINK,JALAN KILANG BARAT,Bukit Merah,Resale,"$1,550,000","$5,720",271,99 yrs from 01/07/1962,1/26/2024,Multiple-User Factory,Strata,First Floor,Central Region,15,3,,,,,,,,,
66740,2024-01,ENTERPRISE CENTRE,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$1,100,000","$3,343",329,60 yrs from 13/03/1997,1/26/2024,Multiple-User Factory,Strata,First Floor,West Region,65,23,,,,,,,,,
66741,2024-01,MAPEX,JALAN PEMIMPIN,Bishan,Resale,"$2,250,000","$14,803",152,Freehold,1/26/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
66742,2024-01,FRONTIER,UBI AVENUE 3,Geylang,Resale,"$1,700,000","$3,935",432,60 yrs from 04/01/1999,1/26/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66743,2024-01,GOURMET EAST KITCHEN,BEDOK NORTH STREET 5,Tampines,Resale,"$980,000","$1,763",556,30 yrs from 01/04/2002,1/25/2024,Multiple-User Factory,Strata,First Floor,East Region,48,16,,,,,,,,,
66744,2024-01,EASTPOINT TERRACE,KAKI BUKIT ROAD 3,Bedok,Resale,"$820,000","$2,500",328,30 yrs from 07/11/2007,1/25/2024,Multiple-User Factory,Strata,-,East Region,41,14,,,,,,,,,
66745,2024-01,LOYANG INDUSTRIAL ESTATE,LOYANG LINK,Pasir Ris,Resale,"$5,188,000","$1,020",5085,22 yrs from 16/09/2011 ETC,1/25/2024,Single-User Factory,Land,-,East Region,50,17,,,,,,,,,
66746,2024-01,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$830,000","$6,241",133,60 yrs from 23/01/2008,1/25/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
66747,2024-01,ENTERPRISE CENTRE,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$1,650,000","$4,583",360,60 yrs from 13/03/1997,1/24/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
66748,2024-01,NORTH LINK BUILDING,ADMIRALTY STREET,Sembawang,Resale,"$1,186,000","$2,461",482,60 yrs from 09/10/1999,1/24/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
66749,2024-01,NORTH SPRING BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$718,000","$5,021",143,60 yrs from 01/02/2011,1/24/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
66750,2024-01,S9,SERANGOON NORTH AVENUE 4,Serangoon,Resale,"$1,080,000","$6,626",163,58 yrs from 02/07/2012,1/23/2024,Multiple-User Factory,Strata,Non-First Floor,North-East Region,55,19,,,,,,,,,
66751,2024-01,TRADELINK PLACE,TUAS VIEW CLOSE,Tuas,Resale,"$5,800,000","$4,037",1437,60 yrs from 09/07/1996,1/23/2024,Multiple-User Factory,Land,-,West Region,63,22,,,,,,,,,
66752,2024-01,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$750,000","$5,952",126,60 yrs from 23/01/2008,1/23/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
66753,2024-01,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$800,000","$6,015",133,60 yrs from 23/01/2008,1/23/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
66754,2024-01,UB. ONE,UBI AVENUE 4,Geylang,Resale,"$680,000","$7,907",86,60 yrs from 31/12/2008,1/22/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66755,2024-01,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$1,000,000","$5,917",169,60 yrs from 05/07/1997,1/22/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66756,2024-01,BARTLEY BIZ CENTRE,KAKI BUKIT ROAD 4,Bedok,Resale,"$1,055,000","$2,651",398,30 yrs from 30/05/2011,1/22/2024,Multiple-User Factory,Strata,First Floor,East Region,41,14,,,,,,,,,
66757,2024-01,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$838,000","$6,162",136,60 yrs from 23/01/2008,1/22/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
66758,2024-01,ENTERPRISE CENTRE,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$950,000","$2,861",332,60 yrs from 13/03/1997,1/22/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
66759,2024-01,NORDCOM ONE,GAMBAS CRESCENT,Sembawang,Resale,"$370,000","$2,327",159,30 yrs from 20/01/2014,1/19/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
66760,2024-01,WEST SPRING,TUAS BAY DRIVE,Tuas,Resale,"$2,220,000","$4,379",507,60 yrs from 19/07/2006,1/19/2024,Multiple-User Factory,Strata,-,West Region,63,22,,,,,,,,,
66761,2024-01,NORDCOM ONE,GAMBAS CRESCENT,Sembawang,Resale,"$448,000","$2,854",157,30 yrs from 20/01/2014,1/19/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
66762,2024-01,HARVEST @ WOODLANDS,WOODLANDS INDUSTRIAL PARK E5,Woodlands,Resale,"$593,000","$3,851",154,60 yrs from 05/10/2009,1/19/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
66763,2024-01,CITILINK WAREHOUSE COMPLEX,PASIR PANJANG ROAD,Queenstown,Resale,"$899,650","$10,223",88,Freehold,1/18/2024,Warehouse,Strata,Non-First Floor,Central Region,11,5,,,,,,,,,
66764,2024-01,NORDCOM ONE,GAMBAS CRESCENT,Sembawang,Resale,"$400,000","$2,516",159,30 yrs from 20/01/2014,1/18/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
66765,2024-01,HARVEST @ WOODLANDS,WOODLANDS INDUSTRIAL PARK E5,Woodlands,Resale,"$478,888","$4,837",99,60 yrs from 05/10/2009,1/18/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
66766,2024-01,SYNERGY @ KB,KAKI BUKIT ROAD 4,Bedok,Resale,"$518,168","$4,506",115,30 yrs from 20/01/2012,1/18/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
66767,2024-01,ENTERPRISE HUB,TOH GUAN ROAD EAST,Clementi,Resale,"$930,000","$2,971",313,60 yrs from 01/12/1997,1/17/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
66768,2024-01,PREMIER @ KAKI BUKIT,KAKI BUKIT AVENUE 4,Bedok,Resale,"$1,314,000","$4,643",283,60 yrs from 15/12/2010,1/17/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
66769,2024-01,PANTECH BUSINESS HUB,PANDAN LOOP,Clementi,Resale,"$635,000","$5,000",127,99 yrs from 27/01/1984,1/16/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,12,5,,,,,,,,,
66770,2024-01,FIRST CENTRE,SERANGOON NORTH AVENUE 4,Serangoon,Resale,"$750,000","$5,859",128,60 yrs from 23/04/2007,1/16/2024,Multiple-User Factory,Strata,Non-First Floor,North-East Region,55,19,,,,,,,,,
66771,2024-01,8B @ ADMIRALTY,ADMIRALTY STREET,Sembawang,Resale,"$666,000","$3,872",172,60 yrs from 09/10/2000,1/15/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
66772,2024-01,FRONTIER,UBI AVENUE 3,Geylang,Resale,"$863,000","$4,294",201,60 yrs from 04/01/1999,1/15/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66773,2024-01,FRONTIER,UBI AVENUE 3,Geylang,Resale,"$807,000","$4,293",188,60 yrs from 04/01/1999,1/15/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66774,2024-01,TUAS BAY INDUSTRIAL CENTRE,TUAS SOUTH AVENUE 2,Tuas,Resale,"$1,400,000","$2,229",628,60 yrs from 08/04/2000,1/15/2024,Multiple-User Factory,Strata,-,West Region,63,22,,,,,,,,,
66775,2024-01,PRIMZ BIZHUB,WOODLANDS CLOSE,Woodlands,Resale,"$606,000","$5,611",108,60 yrs from 27/09/2011,1/15/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
66776,2024-01,PREMIER @ KAKI BUKIT,KAKI BUKIT AVENUE 4,Bedok,Resale,"$1,050,000","$7,095",148,60 yrs from 15/12/2010,1/15/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
66777,2024-01,AZ @ PAYA LEBAR,PAYA LEBAR ROAD,Geylang,Resale,"$2,031,147","$18,299",111,Freehold,1/15/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66778,2024-01,AZ @ PAYA LEBAR,PAYA LEBAR ROAD,Geylang,Resale,"$2,067,745","$18,299",113,Freehold,1/15/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66779,2024-01,WOODLANDS EAST INDUSTRIAL ESTATE,WOODLANDS LINK,Sembawang,Resale,"$140,000",$479,292,30 yrs from 01/09/1997,1/15/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
66780,2024-01,EUNOS TECHPARK,KAKI BUKIT PLACE,Bedok,Resale,"$684,000","$5,561",123,60 yrs from 20/11/1995,1/12/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
66781,2024-01,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$1,528,000","$6,186",247,60 yrs from 05/07/1997,1/12/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66782,2024-01,WCEGA TOWER,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$906,000","$4,951",183,60 yrs from 13/03/1997,1/12/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
66783,2024-01,NOVELTY BIZCENTRE,HOWARD ROAD,Toa Payoh,Resale,"$1,600,000","$12,403",129,Freehold,1/12/2024,Warehouse,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
66784,2024-01,EUNOS TECHNOLINK,KAKI BUKIT ROAD 1,Bedok,Resale,"$1,120,000","$4,259",263,60 yrs from 09/07/1996,1/12/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
66785,2024-01,CENDEX CENTRE,LOWER DELTA ROAD,Bukit Merah,Resale,"$2,810,000","$6,854",410,60 yrs from 21/03/2005,1/12/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,16,3,,,,,,,,,
66786,2024-01,PIONEER CENTRE,SOON LEE STREET,Jurong West,Resale,"$423,000","$3,065",138,30 yrs from 10/03/2010,1/11/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
66787,2024-01,ECO-TECH@SUNVIEW,SUNVIEW ROAD,Boon Lay,Resale,"$410,000","$1,694",242,30 yrs from 25/01/2013,1/11/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
66788,2024-01,WOODLANDS 11,WOODLANDS CLOSE,Woodlands,Resale,"$855,000","$5,029",170,60 yrs from 05/07/2010,1/11/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
66789,2024-01,PANTECH BUSINESS HUB,PANDAN LOOP,Clementi,Resale,"$915,400","$3,767",243,99 yrs from 27/01/1984,1/11/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,12,5,,,,,,,,,
66790,2024-01,CENTRAL-LINK,JALAN KILANG BARAT,Bukit Merah,Resale,"$2,000,000","$7,353",272,99 yrs from 01/07/1962,1/10/2024,Multiple-User Factory,Strata,First Floor,Central Region,15,3,,,,,,,,,
66791,2024-01,CENTRAL-LINK,JALAN KILANG BARAT,Bukit Merah,Resale,"$600,000","$6,186",97,99 yrs from 01/07/1962,1/10/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,15,3,,,,,,,,,
66792,2024-01,ARK@GAMBAS,GAMBAS CRESCENT,Sembawang,Resale,"$625,000","$4,195",149,60 yrs from 20/02/2012,1/10/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
66793,2024-01,EUNOS TECHPARK,KAKI BUKIT PLACE,Bedok,Resale,"$5,100,000","$11,448",446,60 yrs from 20/11/1995,1/10/2024,Single-User Factory,Land,-,East Region,41,14,,,,,,,,,
66794,2024-01,ARK@GAMBAS,GAMBAS CRESCENT,Sembawang,Resale,"$625,000","$4,032",155,60 yrs from 20/02/2012,1/10/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
66795,2024-01,EXCALIBUR CENTRE,UBI CRESCENT,Geylang,Resale,"$952,000","$3,051",312,60 yrs from 05/07/1997,1/10/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66796,2024-01,BIZTECH CENTRE,ALJUNIED ROAD,Geylang,Resale,"$1,094,970","$12,166",90,Freehold,1/9/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,38,14,,,,,,,,,
66797,2024-01,WCEGA TOWER,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$580,000","$5,979",97,60 yrs from 13/03/1997,1/9/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
66798,2024-01,S9,SERANGOON NORTH AVENUE 4,Serangoon,Resale,"$1,135,000","$7,050",161,58 yrs from 02/07/2012,1/8/2024,Multiple-User Factory,Strata,Non-First Floor,North-East Region,55,19,,,,,,,,,
66799,2024-01,SHINE@TUAS SOUTH,TUAS SOUTH LINK 1,Tuas,Resale,"$1,179,500","$4,095",288,30 yrs from 06/01/2015,1/8/2024,Warehouse,Strata,First Floor,West Region,63,22,,,,,,,,,
66800,2024-01,NORDCOM ONE,GAMBAS CRESCENT,Sembawang,Resale,"$948,000","$3,777",251,30 yrs from 20/01/2014,1/8/2024,Multiple-User Factory,Strata,First Floor,North Region,75,27,,,,,,,,,
66801,2024-01,NORDCOM ONE,GAMBAS CRESCENT,Sembawang,Resale,"$842,000","$3,776",223,30 yrs from 20/01/2014,1/8/2024,Multiple-User Factory,Strata,First Floor,North Region,75,27,,,,,,,,,
66802,2024-01,LIP HING INDUSTRIAL BUILDING,PEMIMPIN DRIVE,Bishan,Resale,"$1,000,000","$7,752",129,999 yrs from 06/07/1885,1/8/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
66803,2024-01,OXLEY BIZHUB,UBI ROAD 1,Geylang,Resale,"$3,000,000","$4,213",712,60 yrs from 15/11/2010,1/5/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66804,2024-01,SYNERGY @ KB,KAKI BUKIT ROAD 4,Bedok,Resale,"$480,000","$3,582",134,30 yrs from 20/01/2012,1/5/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
66805,2024-01,SYNERGY @ KB,KAKI BUKIT ROAD 4,Bedok,Resale,"$456,168","$4,472",102,30 yrs from 20/01/2012,1/5/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
66806,2024-01,CHANCERLODGE COMPLEX,SIMS AVENUE,Geylang,Resale,"$1,728,888","$8,958",193,Freehold,1/5/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,38,14,,,,,,,,,
66807,2024-01,A'POSH BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$965,000","$6,226",155,60 yrs from 26/08/2010,1/4/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
66808,2024-01,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$665,000","$6,394",104,60 yrs from 05/07/1997,1/4/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66809,2024-01,OXLEY BIZHUB,UBI ROAD 1,Geylang,Resale,"$868,000","$7,115",122,60 yrs from 15/11/2010,1/4/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66810,2024-01,MANDAI CONNECTION,MANDAI LINK,Sungei Kadut,Resale,"$540,000","$3,439",157,30 yrs from 20/11/2012,1/3/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,72,25,,,,,,,,,
66811,2024-01,,NEYTHAL ROAD,Boon Lay,Resale,"$3,250,000",$812,4003,60 yrs from 01/02/1971,1/3/2024,Single-User Factory,Land,-,West Region,62,22,,,,,,,,,
66812,2024-01,PIONEER POINT,SOON LEE STREET,Jurong West,Resale,"$330,000","$3,708",89,30 yrs from 17/10/2011,1/3/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
66813,2024-01,PIONEER POINT,SOON LEE STREET,Jurong West,Resale,"$460,000","$3,680",125,30 yrs from 17/10/2011,1/3/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
66814,2024-01,NORDCOM ONE,GAMBAS CRESCENT,Sembawang,Resale,"$530,000","$2,732",194,30 yrs from 20/01/2014,1/3/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
66815,2024-01,,KWONG MIN ROAD,Jurong West,Resale,"$9,138,888","$1,832",4989,30+14 yrs from 01/07/2006,1/3/2024,Single-User Factory,Land,-,West Region,62,22,,,,,,,,,
66816,2024-01,SHUN LI INDUSTRIAL PARK,KAKI BUKIT AVENUE 1,Bedok,Resale,"$925,000","$4,263",217,60 yrs from 30/10/1996,1/3/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
66817,2024-01,WOODLANDS HORIZON,WOODLANDS CLOSE,Woodlands,Resale,"$818,000","$5,145",159,60 yrs from 29/02/2012,1/2/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
66818,2024-01,NORTHSTAR @ AMK,ANG MO KIO AVENUE 5,Serangoon,Resale,"$518,000","$7,194",72,60 yrs from 01/01/2007,1/2/2024,Multiple-User Factory,Strata,Non-First Floor,North-East Region,56,20,,,,,,,,,
66819,2024-01,GOLDEN WALL FLATTED FACTORY,JALAN RAJAH,Novena,Resale,"$1,780,000","$12,624",141,Freehold,1/2/2024,Multiple-User Factory,Strata,First Floor,Central Region,32,12,,,,,,,,,
66820,2024-01,ECO-TECH@SUNVIEW,SUNVIEW ROAD,Boon Lay,Resale,"$420,000","$1,810",232,30 yrs from 25/01/2013,1/2/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
66821,2024-01,THE WESTCOM,TUAS SOUTH AVENUE 6,Tuas,Resale,"$960,000","$2,430",395,60 yrs from 09/07/1996,1/2/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
66822,2024-01,PAYA UBI INDUSTRIAL PARK,UBI AVENUE 1,Geylang,Resale,"$1,850,000","$2,541",728,60 yrs from 10/03/1997,1/2/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
66823,2024-01,WCEGA TOWER,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$1,080,000","$6,000",180,60 yrs from 13/03/1997,1/2/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
97768,2025-09,NORTH POINT BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$900,000 ","$3,629 ",248,57 yrs from 18/09/2012,8/9/2025,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
97769,2025-09,NORTHSTAR @ AMK,ANG MO KIO AVENUE 5,Serangoon,Resale,"$1,180,888 ","$6,524 ",181,60 yrs from 01/01/2007,8/9/2025,Multiple-User Factory,Strata,Non-First Floor,North-East Region,56,20,,,,,,,,,
97770,2025-09,,GUL LINK,Pioneer,Resale,"$5,600,000 ","$3,083 ",1816,30+30 yrs from 16/09/1990,5/9/2025,Single-User Factory,Land,-,West Region,62,22,,,,,,,,,
97771,2025-09,,JOO KOON CIRCLE,Pioneer,Resale,"$13,080,000 ","$2,660 ",4917,20 yrs from 16/01/2021,5/9/2025,Single-User Factory,Land,-,West Region,62,22,,,,,,,,,
